"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Semi detached house","Roscommon","Euro","710.21"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Semi detached house","Sligo","Euro","778.72"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Semi detached house","Tipperary","Euro","781.99"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Semi detached house","Waterford","Euro","901.12"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Semi detached house","Westmeath","Euro","928.79"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Semi detached house","Wexford","Euro","828.51"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Semi detached house","Wicklow","Euro","1382.01"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Carlow","Euro","857.53"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Cavan","Euro","654.56"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Clare","Euro","777.09"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Cork","Euro","1193.32"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Donegal","Euro","573.95"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Dublin","Euro","1922.85"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Galway","Euro","1249.3"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Kerry","Euro","781.54"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Kildare","Euro","1374.01"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Kilkenny","Euro","833.88"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Laois","Euro","849.8"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Leitrim","Euro","569.24"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Limerick","Euro","1024.22"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Longford","Euro","680.12"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Louth","Euro","1084.06"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Mayo","Euro","697.5"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Meath","Euro","1244.12"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Monaghan","Euro","661.25"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Offaly","Euro","913.26"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Roscommon","Euro","681.44"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Sligo","Euro","749.06"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Tipperary","Euro","719.49"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Waterford","Euro","785.32"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Westmeath","Euro","905.19"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Wexford","Euro","771.35"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Terrace house","Wicklow","Euro","1301.37"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Carlow","Euro","838.74"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Cavan","Euro","621.65"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Clare","Euro","716.52"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Cork","Euro","1131.34"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Donegal","Euro","564.23"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Dublin","Euro","1740.86"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Galway","Euro","1125.96"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Kerry","Euro","772.39"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Kildare","Euro","1218.7"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Kilkenny","Euro","818.78"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Laois","Euro","831.85"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Leitrim","Euro","557.55"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Limerick","Euro","1002.49"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Longford","Euro","637.73"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Louth","Euro","1016.07"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Mayo","Euro","691.83"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Meath","Euro","1164.46"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Monaghan","Euro","644.6"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Offaly","Euro","737.98"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Roscommon","Euro","625.66"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Sligo","Euro","752.62"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Tipperary","Euro","648.23"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Waterford","Euro","791.12"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Westmeath","Euro","861.2"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Wexford","Euro","731.62"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Apartment","Wicklow","Euro","1381.84"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Carlow","Euro","684.65"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Cavan","Euro","499.57"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Clare","Euro","457.79"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Cork","Euro","811.69"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Donegal","Euro","443.68"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Dublin","Euro","1153.59"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Galway","Euro","757.74"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Kerry","Euro","564.63"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Kildare","Euro","905.71"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Kilkenny","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Laois","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Leitrim","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Limerick","Euro","718.85"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Longford","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Louth","Euro","844.13"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Mayo","Euro","532.2"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Meath","Euro","783.58"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Monaghan","Euro","525.43"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Offaly","Euro","647.57"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Roscommon","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Sligo","Euro",""
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Tipperary","Euro","562.23"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Waterford","Euro","655"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Westmeath","Euro","608.14"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Wexford","Euro","581.78"
"RTB Average Monthly Rent Report","2021Q1","All bedrooms","Other flats","Wicklow","Euro","842.83"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Carlow","Euro","899.55"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cavan","Euro","689.37"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Clare","Euro","789.92"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Cork","Euro","1159"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Donegal","Euro","614.66"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Dublin","Euro","1761.02"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Galway","Euro","1168.95"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Kerry","Euro","798.34"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Kildare","Euro","1329.24"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Kilkenny","Euro","862.99"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Laois","Euro","903.82"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Leitrim","Euro","598.12"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Limerick","Euro","1044.48"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Longford","Euro","686.43"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Louth","Euro","1107.35"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Mayo","Euro","717.69"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Meath","Euro","1233.45"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Monaghan","Euro","687.89"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Offaly","Euro","846.03"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Roscommon","Euro","706.23"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Sligo","Euro","765.23"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Tipperary","Euro","741.47"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Waterford","Euro","839.27"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Westmeath","Euro","893.01"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Wexford","Euro","799.93"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","All property types","Wicklow","Euro","1366.29"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Carlow","Euro","992.46"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Cavan","Euro","729.11"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Clare","Euro","807.48"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Cork","Euro","1115.76"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Donegal","Euro","634.62"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Dublin","Euro","2480.27"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Galway","Euro","1139.98"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Kerry","Euro","822.73"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Kildare","Euro","1540.29"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Kilkenny","Euro","874.5"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Laois","Euro","957.07"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Leitrim","Euro","606.53"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Limerick","Euro","1040.33"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Longford","Euro","715.37"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Louth","Euro","1226.85"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Mayo","Euro","726.5"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Meath","Euro","1312.29"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Monaghan","Euro","732.12"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Offaly","Euro","861.66"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Roscommon","Euro","742.71"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Sligo","Euro","743.27"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Tipperary","Euro","789.7"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Waterford","Euro","893.11"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Westmeath","Euro","898.92"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Wexford","Euro","861.28"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Detached house","Wicklow","Euro","1434.9"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Carlow","Euro","937.28"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Cavan","Euro","738.02"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Clare","Euro","884.55"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Cork","Euro","1211.12"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Donegal","Euro","654.53"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Dublin","Euro","2042.21"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Galway","Euro","1214.39"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Kerry","Euro","825.68"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Kildare","Euro","1397.28"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Kilkenny","Euro","911.66"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Laois","Euro","950.13"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Leitrim","Euro","636.85"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Limerick","Euro","1121.51"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Longford","Euro","724.98"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Louth","Euro","1186.57"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Mayo","Euro","748.66"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Meath","Euro","1322.51"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Monaghan","Euro","746.04"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Offaly","Euro","911.3"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Roscommon","Euro","727.58"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Sligo","Euro","791.18"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Tipperary","Euro","790.57"
"RTB Average Monthly Rent Report","2021Q2","All bedrooms","Semi detached house","Waterford","Euro","904.49"
